AveragePrice,Date,Region,Type,Year
1.05,03/20,Southeast,conventional,2016
0.88,03/13,Southeast,conventional,2016
1.07,03/06,Southeast,conventional,2016
0.84,02/28,Southeast,conventional,2016
1.04,02/21,Southeast,conventional,2016
0.98,02/14,Southeast,conventional,2016
0.62,02/07,Southeast,conventional,2016
1.02,01/31,Southeast,conventional,2016
0.9,01/24,Southeast,conventional,2016
1.09,01/17,Southeast,conventional,2016
0.93,01/10,Southeast,conventional,2016
1.06,01/03,Southeast,conventional,2016
1.15,12/25,Spokane,conventional,2016
0.97,12/18,Spokane,conventional,2016
0.96,12/11,Spokane,conventional,2016
1.4,12/04,Spokane,conventional,2016
1.49,11/27,Spokane,conventional,2016
1.14,11/20,Spokane,conventional,2016
1.07,11/13,Spokane,conventional,2016
1.48,11/06,Spokane,conventional,2016
1.39,10/30,Spokane,conventional,2016
1.23,10/23,Spokane,conventional,2016
1.33,10/16,Spokane,conventional,2016
1.19,10/09,Spokane,conventional,2016
0.87,10/02,Spokane,conventional,2016
1.09,09/25,Spokane,conventional,2016
1.05,09/18,Spokane,conventional,2016
0.98,09/11,Spokane,conventional,2016
1.12,09/04,Spokane,conventional,2016
1.12,08/28,Spokane,conventional,2016
1.09,08/21,Spokane,conventional,2016
1.14,08/14,Spokane,conventional,2016
1.16,08/07,Spokane,conventional,2016
1.14,07/31,Spokane,conventional,2016
1.08,07/24,Spokane,conventional,2016
0.98,07/17,Spokane,conventional,2016
1.06,07/10,Spokane,conventional,2016
1.09,07/03,Spokane,conventional,2016
1.02,06/26,Spokane,conventional,2016
0.96,06/19,Spokane,conventional,2016
0.99,06/12,Spokane,conventional,2016
0.87,06/05,Spokane,conventional,2016
0.87,05/29,Spokane,conventional,2016
0.89,05/22,Spokane,conventional,2016
0.85,05/15,Spokane,conventional,2016
0.84,05/08,Spokane,conventional,2016
0.86,05/01,Spokane,conventional,2016
0.95,04/24,Spokane,conventional,2016
0.82,04/17,Spokane,conventional,2016
0.96,04/10,Spokane,conventional,2016
0.92,04/03,Spokane,conventional,2016
0.81,03/27,Spokane,conventional,2016
1.02,03/20,Spokane,conventional,2016
0.93,03/13,Spokane,conventional,2016
0.91,03/06,Spokane,conventional,2016
0.95,02/28,Spokane,conventional,2016
0.82,02/21,Spokane,conventional,2016
0.95,02/14,Spokane,conventional,2016
0.74,02/07,Spokane,conventional,2016
1.0,01/31,Spokane,conventional,2016
0.97,01/24,Spokane,conventional,2016
0.98,01/17,Spokane,conventional,2016
0.88,01/10,Spokane,conventional,2016
0.9,01/03,Spokane,conventional,2016
1.02,12/25,StLouis,conventional,2016
0.97,12/18,StLouis,conventional,2016
1.11,12/11,StLouis,conventional,2016
1.1,12/04,StLouis,conventional,2016
1.16,11/27,StLouis,conventional,2016
1.29,11/20,StLouis,conventional,2016
1.34,11/13,StLouis,conventional,2016
1.25,11/06,StLouis,conventional,2016
1.01,10/30,StLouis,conventional,2016
0.95,10/23,StLouis,conventional,2016
1.29,10/16,StLouis,conventional,2016
1.3,10/09,StLouis,conventional,2016
1.16,10/02,StLouis,conventional,2016
1.06,09/25,StLouis,conventional,2016
1.17,09/18,StLouis,conventional,2016
1.05,09/11,StLouis,conventional,2016
1.16,09/04,StLouis,conventional,2016
1.15,08/28,StLouis,conventional,2016
1.03,08/21,StLouis,conventional,2016
0.91,08/14,StLouis,conventional,2016
0.85,08/07,StLouis,conventional,2016
1.03,07/31,StLouis,conventional,2016
0.94,07/24,StLouis,conventional,2016
0.88,07/17,StLouis,conventional,2016
0.74,07/10,StLouis,conventional,2016
0.76,07/03,StLouis,conventional,2016
0.97,06/26,StLouis,conventional,2016
0.95,06/19,StLouis,conventional,2016
0.92,06/12,StLouis,conventional,2016
0.83,06/05,StLouis,conventional,2016
0.8,05/29,StLouis,conventional,2016
0.81,05/22,StLouis,conventional,2016
0.75,05/15,StLouis,conventional,2016
0.85,05/08,StLouis,conventional,2016
0.79,05/01,StLouis,conventional,2016
0.8,04/24,StLouis,conventional,2016
0.91,04/17,StLouis,conventional,2016
0.87,04/10,StLouis,conventional,2016
0.94,04/03,StLouis,conventional,2016
0.97,03/27,StLouis,conventional,2016
0.88,03/20,StLouis,conventional,2016
0.89,03/13,StLouis,conventional,2016
0.96,03/06,StLouis,conventional,2016
0.98,02/28,StLouis,conventional,2016
1.0,02/21,StLouis,conventional,2016
0.98,02/14,StLouis,conventional,2016
0.87,02/07,StLouis,conventional,2016
1.01,01/31,StLouis,conventional,2016
1.1,01/24,StLouis,conventional,2016
1.15,01/17,StLouis,conventional,2016
1.01,01/10,StLouis,conventional,2016
1.0,01/03,StLouis,conventional,2016
1.46,12/25,Syracuse,conventional,2016
1.42,12/18,Syracuse,conventional,2016
1.5,12/11,Syracuse,conventional,2016
1.64,12/04,Syracuse,conventional,2016
1.55,11/27,Syracuse,conventional,2016
1.61,11/20,Syracuse,conventional,2016
1.62,11/13,Syracuse,conventional,2016
1.59,11/06,Syracuse,conventional,2016
1.56,10/30,Syracuse,conventional,2016
1.38,10/23,Syracuse,conventional,2016
1.36,10/16,Syracuse,conventional,2016
1.23,10/09,Syracuse,conventional,2016
1.43,10/02,Syracuse,conventional,2016
1.54,09/25,Syracuse,conventional,2016
1.46,09/18,Syracuse,conventional,2016
1.35,09/11,Syracuse,conventional,2016
1.53,09/04,Syracuse,conventional,2016
1.38,08/28,Syracuse,conventional,2016
1.44,08/21,Syracuse,conventional,2016
1.35,08/14,Syracuse,conventional,2016
1.53,08/07,Syracuse,conventional,2016
1.6,07/31,Syracuse,conventional,2016
1.5,07/24,Syracuse,conventional,2016
1.31,07/17,Syracuse,conventional,2016
1.29,07/10,Syracuse,conventional,2016
1.37,07/03,Syracuse,conventional,2016
1.43,06/26,Syracuse,conventional,2016
1.35,06/19,Syracuse,conventional,2016
1.29,06/12,Syracuse,conventional,2016
1.31,06/05,Syracuse,conventional,2016
1.36,05/29,Syracuse,conventional,2016
1.27,05/22,Syracuse,conventional,2016
1.23,05/15,Syracuse,conventional,2016
1.23,05/08,Syracuse,conventional,2016
1.31,05/01,Syracuse,conventional,2016
1.22,04/24,Syracuse,conventional,2016
1.21,04/17,Syracuse,conventional,2016
1.28,04/10,Syracuse,conventional,2016
1.03,04/03,Syracuse,conventional,2016
1.29,03/27,Syracuse,conventional,2016
1.24,03/20,Syracuse,conventional,2016
1.18,03/13,Syracuse,conventional,2016
1.36,03/06,Syracuse,conventional,2016
1.27,02/28,Syracuse,conventional,2016
1.34,02/21,Syracuse,conventional,2016
1.28,02/14,Syracuse,conventional,2016
1.28,02/07,Syracuse,conventional,2016
1.2,01/31,Syracuse,conventional,2016
1.32,01/24,Syracuse,conventional,2016
1.37,01/17,Syracuse,conventional,2016
1.36,01/10,Syracuse,conventional,2016
1.34,01/03,Syracuse,conventional,2016
0.93,12/25,Tampa,conventional,2016
0.93,12/18,Tampa,conventional,2016
1.22,12/11,Tampa,conventional,2016
0.96,12/04,Tampa,conventional,2016
1.45,11/27,Tampa,conventional,2016
1.47,11/20,Tampa,conventional,2016
1.38,11/13,Tampa,conventional,2016
1.46,11/06,Tampa,conventional,2016
1.52,10/30,Tampa,conventional,2016
1.53,10/23,Tampa,conventional,2016
1.26,10/16,Tampa,conventional,2016
1.45,10/09,Tampa,conventional,2016
1.45,10/02,Tampa,conventional,2016
1.37,09/25,Tampa,conventional,2016
1.14,09/18,Tampa,conventional,2016
1.16,09/11,Tampa,conventional,2016
0.95,09/04,Tampa,conventional,2016
1.14,08/28,Tampa,conventional,2016
1.14,08/21,Tampa,conventional,2016
1.14,08/14,Tampa,conventional,2016
1.21,08/07,Tampa,conventional,2016
1.25,07/31,Tampa,conventional,2016
1.22,07/24,Tampa,conventional,2016
1.17,07/17,Tampa,conventional,2016
1.15,07/10,Tampa,conventional,2016
0.93,07/03,Tampa,conventional,2016
1.16,06/26,Tampa,conventional,2016
0.98,06/19,Tampa,conventional,2016
1.23,06/12,Tampa,conventional,2016
0.97,06/05,Tampa,conventional,2016
0.96,05/29,Tampa,conventional,2016
1.18,05/22,Tampa,conventional,2016
0.86,05/15,Tampa,conventional,2016
0.92,05/08,Tampa,conventional,2016
0.75,05/01,Tampa,conventional,2016
0.86,04/24,Tampa,conventional,2016
1.06,04/17,Tampa,conventional,2016
0.85,04/10,Tampa,conventional,2016
1.04,04/03,Tampa,conventional,2016
1.08,03/27,Tampa,conventional,2016
1.1,03/20,Tampa,conventional,2016
0.86,03/13,Tampa,conventional,2016
1.08,03/06,Tampa,conventional,2016
0.82,02/28,Tampa,conventional,2016
1.05,02/21,Tampa,conventional,2016
1.0,02/14,Tampa,conventional,2016
0.56,02/07,Tampa,conventional,2016
0.98,01/31,Tampa,conventional,2016
0.81,01/24,Tampa,conventional,2016
1.05,01/17,Tampa,conventional,2016
0.85,01/10,Tampa,conventional,2016
1.07,01/03,Tampa,conventional,2016
1.0,12/25,TotalUS,conventional,2016
0.96,12/18,TotalUS,conventional,2016
0.98,12/11,TotalUS,conventional,2016
1.0,12/04,TotalUS,conventional,2016
1.21,11/27,TotalUS,conventional,2016
1.27,11/20,TotalUS,conventional,2016
1.36,11/13,TotalUS,conventional,2016
1.44,11/06,TotalUS,conventional,2016
1.43,10/30,TotalUS,conventional,2016
1.34,10/23,TotalUS,conventional,2016
1.3,10/16,TotalUS,conventional,2016
1.27,10/09,TotalUS,conventional,2016
1.23,10/02,TotalUS,conventional,2016
1.22,09/25,TotalUS,conventional,2016
1.15,09/18,TotalUS,conventional,2016
1.08,09/11,TotalUS,conventional,2016
1.04,09/04,TotalUS,conventional,2016
1.09,08/28,TotalUS,conventional,2016
1.1,08/21,TotalUS,conventional,2016
1.12,08/14,TotalUS,conventional,2016
1.15,08/07,TotalUS,conventional,2016
1.23,07/31,TotalUS,conventional,2016
1.2,07/24,TotalUS,conventional,2016
1.15,07/17,TotalUS,conventional,2016
1.1,07/10,TotalUS,conventional,2016
1.06,07/03,TotalUS,conventional,2016
1.04,06/26,TotalUS,conventional,2016
1.02,06/19,TotalUS,conventional,2016
1.04,06/12,TotalUS,conventional,2016
0.97,06/05,TotalUS,conventional,2016
0.94,05/29,TotalUS,conventional,2016
0.93,05/22,TotalUS,conventional,2016
0.89,05/15,TotalUS,conventional,2016
0.82,05/08,TotalUS,conventional,2016
0.84,05/01,TotalUS,conventional,2016
0.87,04/24,TotalUS,conventional,2016
0.9,04/17,TotalUS,conventional,2016
0.9,04/10,TotalUS,conventional,2016
0.94,04/03,TotalUS,conventional,2016
0.94,03/27,TotalUS,conventional,2016
0.93,03/20,TotalUS,conventional,2016
0.93,03/13,TotalUS,conventional,2016
0.95,03/06,TotalUS,conventional,2016
0.91,02/28,TotalUS,conventional,2016
0.94,02/21,TotalUS,conventional,2016
0.88,02/14,TotalUS,conventional,2016
0.76,02/07,TotalUS,conventional,2016
0.93,01/31,TotalUS,conventional,2016
0.95,01/24,TotalUS,conventional,2016
0.94,01/17,TotalUS,conventional,2016
0.93,01/10,TotalUS,conventional,2016
0.86,01/03,TotalUS,conventional,2016
0.92,12/25,West,conventional,2016
0.88,12/18,West,conventional,2016
0.84,12/11,West,conventional,2016
0.93,12/04,West,conventional,2016
1.09,11/27,West,conventional,2016
1.1,11/20,West,conventional,2016
1.18,11/13,West,conventional,2016
1.26,11/06,West,conventional,2016
1.26,10/30,West,conventional,2016
1.17,10/23,West,conventional,2016
1.15,10/16,West,conventional,2016
1.13,10/09,West,conventional,2016
1.03,10/02,West,conventional,2016
1.08,09/25,West,conventional,2016
1.04,09/18,West,conventional,2016
0.96,09/11,West,conventional,2016
0.92,09/04,West,conventional,2016
0.96,08/28,West,conventional,2016
0.93,08/21,West,conventional,2016
1.0,08/14,West,conventional,2016
0.95,08/07,West,conventional,2016
1.1,07/31,West,conventional,2016
1.08,07/24,West,conventional,2016
1.02,07/17,West,conventional,2016
1.01,07/10,West,conventional,2016
0.97,07/03,West,conventional,2016
0.87,06/26,West,conventional,2016
0.86,06/19,West,conventional,2016
0.92,06/12,West,conventional,2016
0.82,06/05,West,conventional,2016
0.79,05/29,West,conventional,2016
0.83,05/22,West,conventional,2016
0.77,05/15,West,conventional,2016
0.75,05/08,West,conventional,2016
0.79,05/01,West,conventional,2016
0.78,04/24,West,conventional,2016
0.77,04/17,West,conventional,2016
0.79,04/10,West,conventional,2016
0.79,04/03,West,conventional,2016
0.78,03/27,West,conventional,2016
0.78,03/20,West,conventional,2016
0.81,03/13,West,conventional,2016
0.8,03/06,West,conventional,2016
0.78,02/28,West,conventional,2016
0.77,02/21,West,conventional,2016
0.78,02/14,West,conventional,2016
0.69,02/07,West,conventional,2016
0.85,01/31,West,conventional,2016
0.78,01/24,West,conventional,2016
0.81,01/17,West,conventional,2016
0.77,01/10,West,conventional,2016
0.73,01/03,West,conventional,2016
0.73,12/25,WestTexNewMexico,conventional,2016
0.76,12/18,WestTexNewMexico,conventional,2016
0.79,12/11,WestTexNewMexico,conventional,2016
0.85,12/04,WestTexNewMexico,conventional,2016
0.8,11/27,WestTexNewMexico,conventional,2016
0.99,11/20,WestTexNewMexico,conventional,2016
0.96,11/13,WestTexNewMexico,conventional,2016
0.99,11/06,WestTexNewMexico,conventional,2016
1.11,10/30,WestTexNewMexico,conventional,2016
1.0,10/23,WestTexNewMexico,conventional,2016
0.87,10/16,WestTexNewMexico,conventional,2016
1.05,10/09,WestTexNewMexico,conventional,2016
1.14,10/02,WestTexNewMexico,conventional,2016
1.07,09/25,WestTexNewMexico,conventional,2016
0.95,09/18,WestTexNewMexico,conventional,2016
0.73,09/11,WestTexNewMexico,conventional,2016
0.88,09/04,WestTexNewMexico,conventional,2016
0.93,08/28,WestTexNewMexico,conventional,2016
0.92,08/21,WestTexNewMexico,conventional,2016
0.93,08/14,WestTexNewMexico,conventional,2016
0.95,08/07,WestTexNewMexico,conventional,2016
1.06,07/31,WestTexNewMexico,conventional,2016
1.03,07/24,WestTexNewMexico,conventional,2016
0.95,07/17,WestTexNewMexico,conventional,2016
0.87,07/10,WestTexNewMexico,conventional,2016
0.86,07/03,WestTexNewMexico,conventional,2016
0.8,06/26,WestTexNewMexico,conventional,2016
0.79,06/19,WestTexNewMexico,conventional,2016
0.82,06/12,WestTexNewMexico,conventional,2016
0.75,06/05,WestTexNewMexico,conventional,2016
0.77,05/29,WestTexNewMexico,conventional,2016
0.8,05/22,WestTexNewMexico,conventional,2016
0.7,05/15,WestTexNewMexico,conventional,2016
0.74,05/08,WestTexNewMexico,conventional,2016
0.73,05/01,WestTexNewMexico,conventional,2016
0.77,04/24,WestTexNewMexico,conventional,2016
0.73,04/17,WestTexNewMexico,conventional,2016
0.77,04/10,WestTexNewMexico,conventional,2016
0.73,04/03,WestTexNewMexico,conventional,2016
0.71,03/27,WestTexNewMexico,conventional,2016
0.7,03/20,WestTexNewMexico,conventional,2016
0.72,03/13,WestTexNewMexico,conventional,2016
0.77,03/06,WestTexNewMexico,conventional,2016
0.73,02/28,WestTexNewMexico,conventional,2016
0.7,02/21,WestTexNewMexico,conventional,2016
0.7,02/14,WestTexNewMexico,conventional,2016
0.68,02/07,WestTexNewMexico,conventional,2016
0.79,01/31,WestTexNewMexico,conventional,2016
1.12,01/24,WestTexNewMexico,conventional,2016
0.83,01/17,WestTexNewMexico,conventional,2016
0.74,01/10,WestTexNewMexico,conventional,2016
0.76,01/03,WestTexNewMexico,conventional,2016
1.47,12/31,Albany,conventional,2017
1.45,12/24,Albany,conventional,2017
1.43,12/17,Albany,conventional,2017
1.29,12/10,Albany,conventional,2017
1.39,12/03,Albany,conventional,2017
1.5,11/26,Albany,conventional,2017
1.65,11/19,Albany,conventional,2017
1.26,11/12,Albany,conventional,2017
1.62,11/05,Albany,conventional,2017
1.67,10/29,Albany,conventional,2017
1.56,10/22,Albany,conventional,2017
1.65,10/15,Albany,conventional,2017
1.78,10/08,Albany,conventional,2017
1.69,10/01,Albany,conventional,2017
1.64,09/24,Albany,conventional,2017
1.41,09/17,Albany,conventional,2017
1.78,09/10,Albany,conventional,2017
1.76,09/03,Albany,conventional,2017
1.61,08/27,Albany,conventional,2017
1.61,08/20,Albany,conventional,2017
1.52,08/13,Albany,conventional,2017
1.53,08/06,Albany,conventional,2017
1.61,07/30,Albany,conventional,2017
1.49,07/23,Albany,conventional,2017
1.39,07/16,Albany,conventional,2017
1.52,07/09,Albany,conventional,2017
1.56,07/02,Albany,conventional,2017
1.53,06/25,Albany,conventional,2017
1.58,06/18,Albany,conventional,2017
1.65,06/11,Albany,conventional,2017
1.7,06/04,Albany,conventional,2017
1.8,05/28,Albany,conventional,2017
1.38,05/21,Albany,conventional,2017
1.77,05/14,Albany,conventional,2017
1.47,05/07,Albany,conventional,2017
1.13,04/30,Albany,conventional,2017
1.34,04/23,Albany,conventional,2017
1.62,04/16,Albany,conventional,2017
1.54,04/09,Albany,conventional,2017
1.62,04/02,Albany,conventional,2017
1.16,03/26,Albany,conventional,2017
1.6,03/19,Albany,conventional,2017
1.54,03/12,Albany,conventional,2017
1.18,03/05,Albany,conventional,2017
1.4,02/26,Albany,conventional,2017
1.67,02/19,Albany,conventional,2017
1.42,02/12,Albany,conventional,2017
1.49,02/05,Albany,conventional,2017
1.31,01/29,Albany,conventional,2017
1.59,01/22,Albany,conventional,2017
1.55,01/15,Albany,conventional,2017
1.55,01/08,Albany,conventional,2017
1.47,01/01,Albany,conventional,2017
0.95,12/31,Atlanta,conventional,2017
1.11,12/24,Atlanta,conventional,2017
1.0,12/17,Atlanta,conventional,2017
0.99,12/10,Atlanta,conventional,2017
1.07,12/03,Atlanta,conventional,2017
1.12,11/26,Atlanta,conventional,2017
1.13,11/19,Atlanta,conventional,2017
1.11,11/12,Atlanta,conventional,2017
1.08,11/05,Atlanta,conventional,2017
1.28,10/29,Atlanta,conventional,2017
1.49,10/22,Atlanta,conventional,2017
1.64,10/15,Atlanta,conventional,2017
1.6,10/08,Atlanta,conventional,2017
1.55,10/01,Atlanta,conventional,2017
1.5,09/24,Atlanta,conventional,2017
1.59,09/17,Atlanta,conventional,2017
1.54,09/10,Atlanta,conventional,2017
1.53,09/03,Atlanta,conventional,2017
1.49,08/27,Atlanta,conventional,2017
1.43,08/20,Atlanta,conventional,2017
1.37,08/13,Atlanta,conventional,2017
1.36,08/06,Atlanta,conventional,2017
1.34,07/30,Atlanta,conventional,2017
1.24,07/23,Atlanta,conventional,2017
1.2,07/16,Atlanta,conventional,2017
1.19,07/09,Atlanta,conventional,2017
1.16,07/02,Atlanta,conventional,2017
1.12,06/25,Atlanta,conventional,2017
1.2,06/18,Atlanta,conventional,2017
1.13,06/11,Atlanta,conventional,2017
1.08,06/04,Atlanta,conventional,2017
1.23,05/28,Atlanta,conventional,2017
1.2,05/21,Atlanta,conventional,2017
1.18,05/14,Atlanta,conventional,2017
1.1,05/07,Atlanta,conventional,2017
1.17,04/30,Atlanta,conventional,2017
1.21,04/23,Atlanta,conventional,2017
1.15,04/16,Atlanta,conventional,2017
1.23,04/09,Atlanta,conventional,2017
1.26,04/02,Atlanta,conventional,2017
1.32,03/26,Atlanta,conventional,2017
1.25,03/19,Atlanta,conventional,2017
1.21,03/12,Atlanta,conventional,2017
1.08,03/05,Atlanta,conventional,2017
0.85,02/26,Atlanta,conventional,2017
0.86,02/19,Atlanta,conventional,2017
0.79,02/12,Atlanta,conventional,2017
0.83,02/05,Atlanta,conventional,2017
0.95,01/29,Atlanta,conventional,2017
0.84,01/22,Atlanta,conventional,2017
0.99,01/15,Atlanta,conventional,2017
0.98,01/08,Atlanta,conventional,2017
0.93,01/01,Atlanta,conventional,2017
1.15,12/31,BaltimoreWashington,conventional,2017
1.41,12/24,BaltimoreWashington,conventional,2017
1.44,12/17,BaltimoreWashington,conventional,2017
1.13,12/10,BaltimoreWashington,conventional,2017
1.43,12/03,BaltimoreWashington,conventional,2017
1.43,11/26,BaltimoreWashington,conventional,2017
1.45,11/19,BaltimoreWashington,conventional,2017
1.49,11/12,BaltimoreWashington,conventional,2017
1.41,11/05,BaltimoreWashington,conventional,2017
1.55,10/29,BaltimoreWashington,conventional,2017
1.6,10/22,BaltimoreWashington,conventional,2017
1.66,10/15,BaltimoreWashington,conventional,2017
1.71,10/08,BaltimoreWashington,conventional,2017
1.59,10/01,BaltimoreWashington,conventional,2017
1.59,09/24,BaltimoreWashington,conventional,2017
1.58,09/17,BaltimoreWashington,conventional,2017
1.57,09/10,BaltimoreWashington,conventional,2017
1.62,09/03,BaltimoreWashington,conventional,2017
1.66,08/27,BaltimoreWashington,conventional,2017
1.57,08/20,BaltimoreWashington,conventional,2017
1.48,08/13,BaltimoreWashington,conventional,2017
1.47,08/06,BaltimoreWashington,conventional,2017
1.47,07/30,BaltimoreWashington,conventional,2017
1.48,07/23,BaltimoreWashington,conventional,2017
1.48,07/16,BaltimoreWashington,conventional,2017
1.64,07/09,BaltimoreWashington,conventional,2017
1.6,07/02,BaltimoreWashington,conventional,2017
1.65,06/25,BaltimoreWashington,conventional,2017
1.67,06/18,BaltimoreWashington,conventional,2017
1.65,06/11,BaltimoreWashington,conventional,2017
1.8,06/04,BaltimoreWashington,conventional,2017
1.75,05/28,BaltimoreWashington,conventional,2017
1.67,05/21,BaltimoreWashington,conventional,2017
1.59,05/14,BaltimoreWashington,conventional,2017
1.37,05/07,BaltimoreWashington,conventional,2017
1.69,04/30,BaltimoreWashington,conventional,2017
1.67,04/23,BaltimoreWashington,conventional,2017
1.7,04/16,BaltimoreWashington,conventional,2017
1.64,04/09,BaltimoreWashington,conventional,2017
1.5,04/02,BaltimoreWashington,conventional,2017
1.6,03/26,BaltimoreWashington,conventional,2017
1.58,03/19,BaltimoreWashington,conventional,2017
1.6,03/12,BaltimoreWashington,conventional,2017
1.33,03/05,BaltimoreWashington,conventional,2017
1.48,02/26,BaltimoreWashington,conventional,2017
1.38,02/19,BaltimoreWashington,conventional,2017
1.24,02/12,BaltimoreWashington,conventional,2017
1.09,02/05,BaltimoreWashington,conventional,2017
1.46,01/29,BaltimoreWashington,conventional,2017
1.42,01/22,BaltimoreWashington,conventional,2017
1.48,01/15,BaltimoreWashington,conventional,2017
1.14,01/08,BaltimoreWashington,conventional,2017
1.47,01/01,BaltimoreWashington,conventional,2017
1.13,12/31,Boise,conventional,2017
1.18,12/24,Boise,conventional,2017
1.29,12/17,Boise,conventional,2017
1.08,12/10,Boise,conventional,2017
1.14,12/03,Boise,conventional,2017
1.44,11/26,Boise,conventional,2017
1.42,11/19,Boise,conventional,2017
1.23,11/12,Boise,conventional,2017
1.21,11/05,Boise,conventional,2017
1.44,10/29,Boise,conventional,2017
1.43,10/22,Boise,conventional,2017
1.83,10/15,Boise,conventional,2017
1.89,10/08,Boise,conventional,2017
1.8,10/01,Boise,conventional,2017
1.78,09/24,Boise,conventional,2017
1.73,09/17,Boise,conventional,2017
1.76,09/10,Boise,conventional,2017
1.68,09/03,Boise,conventional,2017
1.3,08/27,Boise,conventional,2017
1.37,08/20,Boise,conventional,2017
1.51,08/13,Boise,conventional,2017
1.54,08/06,Boise,conventional,2017
1.54,07/30,Boise,conventional,2017
1.51,07/23,Boise,conventional,2017
1.49,07/16,Boise,conventional,2017
0.98,07/09,Boise,conventional,2017
1.17,07/02,Boise,conventional,2017
1.2,06/25,Boise,conventional,2017
1.21,06/18,Boise,conventional,2017
1.21,06/11,Boise,conventional,2017
1.19,06/04,Boise,conventional,2017
1.21,05/28,Boise,conventional,2017
1.29,05/21,Boise,conventional,2017
1.2,05/14,Boise,conventional,2017
1.09,05/07,Boise,conventional,2017
1.03,04/30,Boise,conventional,2017
1.14,04/23,Boise,conventional,2017
1.15,04/16,Boise,conventional,2017
1.21,04/09,Boise,conventional,2017
1.2,04/02,Boise,conventional,2017
1.16,03/26,Boise,conventional,2017
1.15,03/19,Boise,conventional,2017
0.98,03/12,Boise,conventional,2017
1.11,03/05,Boise,conventional,2017
0.91,02/26,Boise,conventional,2017
0.94,02/19,Boise,conventional,2017
0.98,02/12,Boise,conventional,2017
0.9,02/05,Boise,conventional,2017
0.93,01/29,Boise,conventional,2017
1.01,01/22,Boise,conventional,2017
1.0,01/15,Boise,conventional,2017
1.02,01/08,Boise,conventional,2017
0.92,01/01,Boise,conventional,2017
1.4,12/31,Boston,conventional,2017
1.45,12/24,Boston,conventional,2017
1.28,12/17,Boston,conventional,2017
1.14,12/10,Boston,conventional,2017
1.4,12/03,Boston,conventional,2017
1.39,11/26,Boston,conventional,2017
1.36,11/19,Boston,conventional,2017
1.23,11/12,Boston,conventional,2017
1.49,11/05,Boston,conventional,2017
1.49,10/29,Boston,conventional,2017
1.48,10/22,Boston,conventional,2017
1.59,10/15,Boston,conventional,2017
1.61,10/08,Boston,conventional,2017
1.62,10/01,Boston,conventional,2017
1.62,09/24,Boston,conventional,2017
1.58,09/17,Boston,conventional,2017
1.63,09/10,Boston,conventional,2017
1.81,09/03,Boston,conventional,2017
1.79,08/27,Boston,conventional,2017
1.77,08/20,Boston,conventional,2017
1.52,08/13,Boston,conventional,2017
1.55,08/06,Boston,conventional,2017
1.48,07/30,Boston,conventional,2017
1.37,07/23,Boston,conventional,2017
1.56,07/16,Boston,conventional,2017
1.69,07/09,Boston,conventional,2017
1.67,07/02,Boston,conventional,2017
1.68,06/25,Boston,conventional,2017
1.66,06/18,Boston,conventional,2017
1.72,06/11,Boston,conventional,2017
1.73,06/04,Boston,conventional,2017
1.73,05/28,Boston,conventional,2017
1.69,05/21,Boston,conventional,2017
1.62,05/14,Boston,conventional,2017
1.49,05/07,Boston,conventional,2017
1.61,04/30,Boston,conventional,2017
1.63,04/23,Boston,conventional,2017
1.61,04/16,Boston,conventional,2017
1.53,04/09,Boston,conventional,2017
1.56,04/02,Boston,conventional,2017
1.51,03/26,Boston,conventional,2017
1.54,03/19,Boston,conventional,2017
1.55,03/12,Boston,conventional,2017
1.3,03/05,Boston,conventional,2017
1.24,02/26,Boston,conventional,2017
1.31,02/19,Boston,conventional,2017
1.12,02/12,Boston,conventional,2017
1.19,02/05,Boston,conventional,2017
1.32,01/29,Boston,conventional,2017
1.26,01/22,Boston,conventional,2017
1.3,01/15,Boston,conventional,2017
1.09,01/08,Boston,conventional,2017
1.29,01/01,Boston,conventional,2017
1.27,12/31,BuffaloRochester,conventional,2017
1.28,12/24,BuffaloRochester,conventional,2017
1.26,12/17,BuffaloRochester,conventional,2017
1.25,12/10,BuffaloRochester,conventional,2017
1.13,12/03,BuffaloRochester,conventional,2017
1.23,11/26,BuffaloRochester,conventional,2017
1.3,11/19,BuffaloRochester,conventional,2017
1.37,11/12,BuffaloRochester,conventional,2017
1.37,11/05,BuffaloRochester,conventional,2017
1.36,10/29,BuffaloRochester,conventional,2017
1.5,10/22,BuffaloRochester,conventional,2017
1.5,10/15,BuffaloRochester,conventional,2017
1.49,10/08,BuffaloRochester,conventional,2017
1.53,10/01,BuffaloRochester,conventional,2017
1.42,09/24,BuffaloRochester,conventional,2017
1.37,09/17,BuffaloRochester,conventional,2017
1.46,09/10,BuffaloRochester,conventional,2017
1.56,09/03,BuffaloRochester,conventional,2017
1.33,08/27,BuffaloRochester,conventional,2017
1.34,08/20,BuffaloRochester,conventional,2017
1.32,08/13,BuffaloRochester,conventional,2017
1.32,08/06,BuffaloRochester,conventional,2017
1.32,07/30,BuffaloRochester,conventional,2017
1.34,07/23,BuffaloRochester,conventional,2017
1.35,07/16,BuffaloRochester,conventional,2017
1.31,07/09,BuffaloRochester,conventional,2017
1.34,07/02,BuffaloRochester,conventional,2017
1.46,06/25,BuffaloRochester,conventional,2017
1.5,06/18,BuffaloRochester,conventional,2017
1.62,06/11,BuffaloRochester,conventional,2017
1.6,06/04,BuffaloRochester,conventional,2017
1.64,05/28,BuffaloRochester,conventional,2017
1.71,05/21,BuffaloRochester,conventional,2017
